Timestamp,What is your current graduation year?,How would you describe your race and ethnicity? Check all that apply.,What is your intended concentration area(s)?,How would you describe your gender identity? Check all that apply.,Do you identify as LGBTQ+?,"Overall, how would you describe your political views relative to those of your parents? ",Have you ever been evaluated by Brown EMS (Emergency Medical Services)? Select all that apply.,How old was your mother when she had you? Enter -1 if unsure.,Were you allowed to watch SpongeBob SquarePants as a kid?,How did you meet your most recent significant other? Pick the option that best applies.,What percentage of Brown students do you think come from a family in the top 1% of household incomes?,"What is the minimum salary you would require to work in a role that directly conflicts with your morals? 

Enter -1 if you would not do this for any amount of money.",Which of the following substances have you used recreationally in the past six months?,Do you change with your blinds open?,Column 1,Column 2
3/4/2025 15:28:51,2025.5,White,Humanities/ Arts,Man,No,My views are somewhat more liberal,"Yes, for a different reason",32,No,Class,20,300000,"Alcohol, Cocaine, Marijuana, Nicotine","Yes, but I don't think people can see me",,
3/4/2025 15:48:24,2025,Asian,Life Sciences,Woman,No,My views are somewhat more liberal,"Yes, for an incident involving drugs and/or alcohol",27,No,"Extracurricular activities (athletics, clubs, other campus organizations)",15,300000,"Alcohol, Marijuana","Yes, and I do think people can see me",,
3/6/2025 10:26:23,2028,"Hispanic or Latino, White",Physical Sciences,Man,Yes,My views are somewhat more liberal,No,20,Yes,High school,30,300000,"Alcohol, Marijuana","Yes, and I do think people can see me",,
3/6/2025 12:15:19,2025,White,"Life Sciences, Physical Sciences",Man,Yes,My views are much more liberal,No,39,Yes,Dating app,50,300000,"Alcohol, Marijuana, Nicotine",No,,
3/6/2025 13:00:37,2028,Asian,Physical Sciences,Man,No,My views are somewhat more liberal,No,41,Yes,High school,20,300000,Alcohol,"Yes, but I don't think people can see me",,
3/6/2025 13:13:53,2027,White,Life Sciences,"Woman, Non-binary",Yes,My views are somewhat more liberal,No,35,No,High school,20,300000,Alcohol,"Yes, and I do think people can see me",,
3/6/2025 14:27:26,2027,Asian,Physical Sciences,Man,Yes,My views are much more liberal,No,29,Yes,I have not had a significant other,5,300000,Alcohol,"Yes, but I don't think people can see me",,
3/6/2025 14:31:20,2028,"Asian, Hispanic or Latino",Life Sciences,Woman,No,My views are somewhat more liberal,No,26,Yes,Class,30,300000,None of the above,No,,
3/6/2025 15:35:59,2027,Asian,Social Sciences,Woman,No,My views are much more liberal,No,29,Yes,I have not had a significant other,20,300000,Alcohol,"Yes, but I don't think people can see me",,
3/6/2025 15:38:37,2027,White,Life Sciences,Woman,No,My views are much more liberal,No,36,Yes,I have not had a significant other,10,300000,None of the above,No,,
3/6/2025 15:44:52,2027,"Asian, Hispanic or Latino, White",Physical Sciences,Man,Yes,My views are similar to those of my parents,No,33,Unsure,Mutual friends/met as friends,50,300000,None of the above,"Yes, and I do think people can see me",,
3/7/2025 10:52:05,2027,Hispanic or Latino,Physical Sciences,Man,No,My views are similar to those of my parents,No,30,Yes,Mutual friends/met as friends,30,300000,"Alcohol, Marijuana",No,,
3/7/2025 11:51:23,2027,Asian,Social Sciences,Man,No,My views are similar to those of my parents,No,35,Unsure,Party/social event,30,300000,"Alcohol, Marijuana",No,,
3/7/2025 11:54:40,2028,Asian,"Humanities/ Arts, Life Sciences",Woman,No,My views are somewhat more liberal,No,34,Yes,Party/social event,35,300000,Alcohol,No,,
3/7/2025 12:01:56,2026,Asian,Social Sciences,Man,No,My views are somewhat more liberal,No,36,Yes,I have not had a significant other,40,300000,"Alcohol, Marijuana",No,,
3/7/2025 12:53:10,2028,Asian,Life Sciences,Woman,Yes,My views are somewhat more liberal,No,30,Yes,Mutual friends/met as friends,8,300000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/7/2025 13:32:45,2028,White,Physical Sciences,Woman,No,My views are somewhat more liberal,No,36,No,High school,30,300000,Alcohol,No,,
3/7/2025 13:57:28,2028,White,"Life Sciences, Physical Sciences",Man,No,My views are similar to those of my parents,No,37,No,Mutual friends/met as friends,50,300000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/7/2025 14:09:19,2027,Asian,Physical Sciences,Man,Unsure,My views are somewhat more liberal,No,50,No,"Extracurricular activities (athletics, clubs, other campus organizations)",60,300000,"Alcohol, Marijuana, Nicotine",No,,
3/7/2025 14:50:04,2026,White,Social Sciences,Man,Yes,My views are somewhat more liberal,No,35,Yes,Mutual friends/met as friends,20,300000,"Alcohol, Marijuana",No,,
3/7/2025 14:57:59,2028,White,Physical Sciences,Man,No,My views are somewhat more conservative,No,47,Yes,Job/internship,50,300000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/7/2025 15:00:31,2026,White,Life Sciences,Man,No,My views are similar to those of my parents,No,35,No,Mutual friends/met as friends,20,300000,"Alcohol, Marijuana",No,,
3/7/2025 15:01:04,2027,"Middle Eastern or North African, White",Physical Sciences,Man,Yes,My views are somewhat more conservative,No,34,No,Party/social event,20,300000,"Alcohol, Marijuana","Yes, and I do think people can see me",,
3/7/2025 15:02:45,2026,White,"Life Sciences, Physical Sciences",Woman,Yes,My views are similar to those of my parents,No,32,No,Job/internship,25,300000,"Alcohol, Marijuana",No,,
3/7/2025 15:27:48,2028,Asian,"Humanities/ Arts, Life Sciences, Physical Sciences",Woman,Yes,My views are somewhat more liberal,No,32,No,I have not had a significant other,57,300000,Alcohol,No,,
3/7/2025 12:59:59,2027,White,Social Sciences,Woman,Yes,My views are somewhat more liberal,No,30,No,Mutual friends/met as friends,10,380000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/4/2025 11:27:02,2028,Asian,"Humanities/ Arts, Life Sciences",Woman,No,My views are much more liberal,No,-1,Unsure,I have not had a significant other,50,400000,"Alcohol, Marijuana","Yes, and I do think people can see me",,
3/4/2025 11:32:39,2026,White,Life Sciences,Man,No,My views are somewhat more liberal,No,35,Yes,High school,15,400000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/4/2025 13:59:50,2025,White,Social Sciences,Man,No,My views are similar to those of my parents,No,34,Yes,Dorm,10,400000,Alcohol,"Yes, but I don't think people can see me",,
3/4/2025 14:55:33,2025,White,Physical Sciences,Man,No,My views are somewhat more liberal,"Yes, for a different reason",39,No,Party/social event,60,400000,"Alcohol, Nicotine","Yes, but I don't think people can see me",,
3/4/2025 15:55:11,2025,"Hispanic or Latino, White",Physical Sciences,Man,No,My views are somewhat more liberal,No,35,Yes,Party/social event,20,400000,"Alcohol, Marijuana","Yes, and I do think people can see me",,
3/6/2025 12:11:45,2028,White,Physical Sciences,Non-binary,Yes,My views are somewhat more liberal,No,36,Yes,Class,30,400000,None of the above,"Yes, but I don't think people can see me",,
3/6/2025 12:48:45,2026,White,Prefer not to answer,Man,No,My views are similar to those of my parents,"Yes, for an incident involving drugs and/or alcohol",37,Yes,Party/social event,20,400000,Alcohol,No,,
3/6/2025 12:53:24,2028,Asian,Physical Sciences,Man,Yes,My views are much more liberal,No,28,Yes,I have not had a significant other,10,400000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/6/2025 13:15:03,2025,White,Social Sciences,Man,No,My views are somewhat more conservative,No,39,Yes,I have not had a significant other,20,400000,"Alcohol, Marijuana",No,,
3/7/2025 10:28:17,2028,Asian,Social Sciences,Woman,No,My views are somewhat more liberal,No,-1,No,High school,30,400000,None of the above,"Yes, but I don't think people can see me",,
3/7/2025 12:57:10,2028,White,Humanities/ Arts,Man,No,My views are much more liberal,No,-1,Yes,I have not had a significant other,40,400000,"Alcohol, Marijuana",No,,
3/7/2025 14:33:54,2028,Asian,"Physical Sciences, Social Sciences",Man,No,My views are similar to those of my parents,No,30,Yes,Dorm,20,400000,"Alcohol, Marijuana, Nicotine",No,,
3/7/2025 15:42:21,2027,Hispanic or Latino,Humanities/ Arts,Woman,No,My views are somewhat more liberal,No,36,Yes,Class,11,400000,"Alcohol, Marijuana, Nicotine","Yes, but I don't think people can see me",,
3/6/2025 13:23:01,2028,Asian,Physical Sciences,Man,Yes,My views are somewhat more liberal,No,25,No,Class,30,450000,Alcohol,"Yes, but I don't think people can see me",,
3/4/2025 11:20:20,2028,Asian,Physical Sciences,Man,No,My views are similar to those of my parents,"Yes, for an incident involving drugs and/or alcohol",32,Yes,I have not had a significant other,10,500000,Alcohol,No,,
3/4/2025 11:25:38,2028,Asian,Physical Sciences,Man,No,My views are somewhat more liberal,No,-1,Yes,I have not had a significant other,60,500000,"None of the above, Unsure","Yes, but I don't think people can see me",,
3/4/2025 11:37:14,2026,White,"Humanities/ Arts, Physical Sciences",Man,No,My views are somewhat more liberal,No,30,Yes,Party/social event,18,500000,None of the above,"Yes, but I don't think people can see me",,
3/4/2025 11:38:14,2026,Hispanic or Latino,"Physical Sciences, Social Sciences",Man,No,My views are somewhat more liberal,No,30,Yes,Social media,60,500000,Marijuana,No,,
3/4/2025 11:51:08,2026,Black,"Humanities/ Arts, Social Sciences",Man,Yes,My views are somewhat more liberal,"Yes, for an incident involving drugs and/or alcohol",29,No,Library,30,500000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/4/2025 11:55:24,2026,White,Physical Sciences,Man,No,My views are somewhat more conservative,No,21,Yes,Party/social event,0.375,500000,Alcohol,No,,
3/4/2025 12:30:35,2028,White,Humanities/ Arts,Man,No,My views are somewhat more liberal,No,36,Yes,Class,20,500000,Alcohol,"Yes, but I don't think people can see me",,
3/4/2025 12:34:29,2026,Asian,"Physical Sciences, Social Sciences",Man,No,My views are similar to those of my parents,No,37,Yes,I have not had a significant other,34,500000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/4/2025 12:38:07,2025,Asian,Life Sciences,Woman,No,My views are somewhat more liberal,No,29,Yes,I have not had a significant other,20,500000,Alcohol,No,,
3/4/2025 12:41:17,2025,"Asian, White","Life Sciences, Physical Sciences",Man,No,My views are similar to those of my parents,"Yes, for an incident involving drugs and/or alcohol",39,No,Dating app,20,500000,Alcohol,No,,
3/4/2025 12:56:27,2027,White,"Physical Sciences, Social Sciences",Woman,No,My views are similar to those of my parents,No,32,Yes,High school,25,500000,"Alcohol, Marijuana",No,,
3/4/2025 13:35:50,2027,Black,Physical Sciences,Man,No,My views are much more liberal,No,29,Yes,Mutual friends/met as friends,40,500000,Alcohol,No,,
3/4/2025 13:47:36,2025,White,Physical Sciences,Man,No,My views are somewhat more liberal,No,30,Yes,Job/internship,50,500000,"Alcohol, Nicotine","Yes, but I don't think people can see me",,
3/4/2025 14:16:34,2028,Middle Eastern or North African,"Physical Sciences, Social Sciences",Man,No,My views are somewhat more conservative,No,32,Yes,High school,20,500000,Alcohol,No,,
3/4/2025 14:21:34,2025,Asian,"Physical Sciences, Social Sciences",Man,No,My views are somewhat more liberal,No,32,Yes,Mutual friends/met as friends,50,500000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/4/2025 14:25:40,2028,White,"Life Sciences, Physical Sciences",Woman,No,My views are much more liberal,No,37,No,Class,20,500000,"Alcohol, Marijuana","Yes, and I do think people can see me",,
3/4/2025 14:49:35,2028,White,"Life Sciences, Physical Sciences",Man,Unsure,My views are somewhat more liberal,No,30,Yes,Party/social event,24,500000,"Alcohol, Marijuana, Nicotine","Yes, but I don't think people can see me",,
3/4/2025 15:16:27,2028,Asian,Physical Sciences,Man,No,My views are similar to those of my parents,No,36,Yes,I have not had a significant other,34,500000,Alcohol,"Yes, but I don't think people can see me",,
3/4/2025 15:21:37,2028,White,"Life Sciences, Physical Sciences",Woman,Yes,My views are much more liberal,"Yes, for an incident involving drugs and/or alcohol",25,Yes,I have not had a significant other,15,500000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/4/2025 15:28:19,2026.5,Asian,Physical Sciences,Man,No,My views are somewhat more conservative,No,40,No,I have not had a significant other,40,500000,Alcohol,No,,
3/4/2025 15:44:46,2027,White,Physical Sciences,Man,No,My parents have significantly different political views from each other,No,-1,No,I have not had a significant other,20,500000,None of the above,No,,
3/4/2025 15:51:43,2026,Hispanic or Latino,Physical Sciences,Man,No,My views are much more liberal,"Yes, for an incident involving drugs and/or alcohol",24,Yes,Mutual friends/met as friends,40,500000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/6/2025 11:22:46,2025,Black,Humanities/ Arts,Man,No,My views are somewhat more conservative,No,36,Yes,Mutual friends/met as friends,40,500000,Alcohol,"Yes, but I don't think people can see me",,
3/6/2025 11:26:17,2027,Asian,Social Sciences,Woman,No,My views are somewhat more liberal,No,39,Yes,I have not had a significant other,15,500000,None of the above,No,,
3/6/2025 11:58:08,2027,Black,Social Sciences,Man,No,My views are somewhat more liberal,No,27,Yes,Class,30,500000,Prefer not to answer,No,,
3/6/2025 12:00:15,2026.5,White,Social Sciences,Woman,Prefer not to answer,My views are somewhat more liberal,No,40,Yes,I have not had a significant other,30,500000,Alcohol,"Yes, but I don't think people can see me",,
3/6/2025 12:04:39,2028,White,Social Sciences,Man,Yes,My views are somewhat more liberal,No,35,No,Dating app,30,500000,"Alcohol, Marijuana","Yes, and I do think people can see me",,
3/6/2025 12:29:38,2025,Asian,Physical Sciences,Man,No,My views are similar to those of my parents,"Yes, for a different reason",-1,Yes,Mutual friends/met as friends,80,500000,None of the above,"Yes, but I don't think people can see me",,
3/6/2025 12:39:18,2026,Asian,Physical Sciences,Man,No,My views are somewhat more liberal,No,27,Yes,Dorm,25,500000,Alcohol,No,,
3/6/2025 13:10:43,2028,"Asian, White",Physical Sciences,Man,No,My views are somewhat more conservative,No,33,No,Mutual friends/met as friends,70,500000,Alcohol,"Yes, but I don't think people can see me",,
3/6/2025 14:09:35,2027,Asian,Physical Sciences,Man,No,My views are somewhat more liberal,No,30,Yes,I have not had a significant other,30,500000,Alcohol,No,,
3/6/2025 15:11:46,2026,White,Social Sciences,Man,No,My parents have significantly different political views from each other,No,24,No,Party/social event,60,500000,"Alcohol, Nicotine","Yes, and I do think people can see me",,
3/6/2025 15:24:51,2028,White,Social Sciences,Man,No,My views are somewhat more liberal,No,35,Yes,Middle School,30,500000,"Alcohol, Marijuana",No,,
3/6/2025 15:29:25,2027,White,Physical Sciences,Man,No,My views are similar to those of my parents,No,30,No,Dating app,15,500000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/7/2025 10:40:41,2027,Asian,Physical Sciences,Woman,No,My views are much more liberal,No,30,Yes,High school,70,500000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/7/2025 10:44:59,2028,Asian,Physical Sciences,Woman,No,My views are somewhat more liberal,No,-1,Yes,Job/internship,40,500000,Alcohol,No,,
3/7/2025 11:15:22,2025,"Hispanic or Latino, White",Physical Sciences,Man,No,My views are much more conservative,"Yes, for a different reason",22,Yes,Job/internship,30,500000,"Sugar, Porn, Television, Video Games","Yes, but I don't think people can see me",,
3/7/2025 11:55:43,2028,Asian,Humanities/ Arts,Man,No,My views are much more liberal,No,30,Yes,I have not had a significant other,25,500000,Alcohol,No,,
3/7/2025 12:05:41,2028,Asian,Life Sciences,Woman,No,My views are much more liberal,No,28,Yes,"Extracurricular activities (athletics, clubs, other campus organizations)",30,500000,Alcohol,"Yes, but I don't think people can see me",,
3/7/2025 12:33:37,2028,Black,Social Sciences,Woman,No,My views are somewhat more liberal,No,42,Yes,I have not had a significant other,10,500000,Alcohol,No,,
3/7/2025 12:44:02,2028,White,Social Sciences,Man,No,My views are similar to those of my parents,No,37,Yes,High school,25,500000,"Alcohol, Cocaine, Marijuana, Nicotine",No,,
3/7/2025 13:00:19,2028,White,Physical Sciences,Man,No,My views are somewhat more liberal,No,33,No,Dating app,12,500000,Alcohol,"Yes, but I don't think people can see me",,
3/7/2025 13:01:23,2025,White,Physical Sciences,Man,No,My views are somewhat more liberal,No,32,Yes,Mutual friends/met as friends,20,500000,"Alcohol, Marijuana, Psilocybin (Psychedelic mushrooms)","Yes, but I don't think people can see me",,
3/7/2025 13:36:27,2028,White,Humanities/ Arts,Man,Yes,My views are much more liberal,No,35,Yes,Mutual friends/met as friends,18,500000,"Alcohol, LSD/Acid, Marijuana, Nicotine, Psilocybin (Psychedelic mushrooms)","Yes, but I don't think people can see me",,
3/7/2025 14:07:24,2028,Asian,Physical Sciences,Woman,No,My views are similar to those of my parents,"Yes, for a different reason",37,Yes,I have not had a significant other,9,500000,None of the above,"Yes, but I don't think people can see me",,
3/7/2025 14:09:44,2027,White,Physical Sciences,Woman,Yes,My views are similar to those of my parents,"Yes, for an incident involving drugs and/or alcohol",37,Yes,Mutual friends/met as friends,10,500000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/7/2025 14:36:59,2026,Asian,Physical Sciences,Woman,No,My views are somewhat more liberal,No,35,Yes,"Extracurricular activities (athletics, clubs, other campus organizations)",30,500000,None of the above,"Yes, but I don't think people can see me",,
3/7/2025 14:47:10,2026,Asian,Life Sciences,Man,No,My views are similar to those of my parents,No,32,Yes,High school,25,500000,None of the above,No,,
3/7/2025 14:52:14,2026.5,Black,Social Sciences,Woman,No,My views are somewhat more liberal,No,37,No,I have not had a significant other,15,500000,"Alcohol, Marijuana",No,,
3/4/2025 15:07:24,2025,Asian,Life Sciences,Woman,No,My views are similar to those of my parents,No,30,Yes,Dating app,10,600000,Alcohol,"Yes, but I don't think people can see me",,
3/4/2025 15:11:09,2025,Asian,Social Sciences,Woman,Yes,My views are much more liberal,No,27,Unsure,Class,10,600000,Marijuana,No,,
3/4/2025 15:14:03,2026,Asian,Social Sciences,Woman,No,My views are much more liberal,No,30,No,Dating app,15,600000,Alcohol,"Yes, but I don't think people can see me",,
3/4/2025 15:26:37,2025,Asian,Physical Sciences,Man,No,My parents have significantly different political views from each other,No,33,Yes,"Extracurricular activities (athletics, clubs, other campus organizations)",30,600000,"Marijuana, Unprescribed use of prescription stimulants (Adderall)",No,,
3/6/2025 11:15:22,2028,Black,Physical Sciences,Woman,No,Unsure,"Yes, for a different reason",40,Yes,I have not had a significant other,45,600000,None of the above,No,,
3/6/2025 12:06:52,2025,Asian,"Physical Sciences, Social Sciences",Man,Yes,My views are somewhat more liberal,No,-1,Yes,"Extracurricular activities (athletics, clubs, other campus organizations)",45,600000,"Alcohol, Marijuana","Yes, and I do think people can see me",,
3/6/2025 14:13:25,2025,White,Social Sciences,Woman,Yes,My views are somewhat more liberal,No,36,Yes,I have not had a significant other,60,600000,None of the above,"Yes, but I don't think people can see me",,
3/4/2025 11:16:56,2028,Asian,"Humanities/ Arts, Life Sciences",Woman,No,My views are somewhat more conservative,No,31,Yes,High school,20,700000,Alcohol,No,,
3/4/2025 11:17:11,2028,Asian,Life Sciences,Woman,No,My views are somewhat more conservative,No,-1,Yes,I have not had a significant other,70,700000,None of the above,No,,31.5
3/4/2025 12:47:30,2027,Asian,Social Sciences,Woman,No,My views are somewhat more liberal,No,29,Yes,Class,30,700000,Alcohol,No,,
3/7/2025 13:34:52,2028,"Asian, White",Prefer not to answer,Man,No,My views are similar to those of my parents,No,39,Yes,Mutual friends/met as friends,20,700000,"Alcohol, Marijuana",No,,
3/7/2025 13:54:24,2025,Hispanic or Latino,Physical Sciences,Man,No,My views are much more liberal,"Yes, for a different reason",23,Yes,Mutual friends/met as friends,20,700000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/4/2025 12:49:02,2025,Middle Eastern or North African,Physical Sciences,Man,Yes,My views are somewhat more liberal,No,32,No,Class,25,750000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/6/2025 13:02:42,2026,White,Life Sciences,Woman,Yes,My views are somewhat more liberal,No,28,No,Mutual friends/met as friends,37,750000,Alcohol,"Yes, but I don't think people can see me",,
3/7/2025 15:32:16,2025,White,Physical Sciences,Woman,No,My views are somewhat more liberal,No,31,No,Mutual friends/met as friends,40,750000,"Alcohol, Marijuana","Yes, and I do think people can see me",,
3/4/2025 11:26:15,2028,Asian,"Humanities/ Arts, Physical Sciences",Man,No,My views are somewhat more liberal,No,-1,Yes,I have not had a significant other,29,800000,Alcohol,"Yes, but I don't think people can see me",,
3/4/2025 13:51:52,2027,"Hispanic or Latino, White",Humanities/ Arts,Man,No,My views are somewhat more liberal,No,39,Yes,High school,40,800000,"Alcohol, LSD/Acid, Marijuana","Yes, but I don't think people can see me",,
3/7/2025 13:41:02,2026.5,Asian,Physical Sciences,Man,No,My views are somewhat more conservative,"Yes, for a different reason",34,Yes,High school,15,800000,"Alcohol, Marijuana, Nicotine","Yes, but I don't think people can see me",,
3/4/2025 12:56:50,2027,White,"Physical Sciences, Social Sciences",Man,Yes,My views are somewhat more liberal,No,42,Yes,Dating app,15,900000,"Alcohol, Marijuana","Yes, and I do think people can see me",,
3/6/2025 13:56:25,2025,Middle Eastern or North African,Social Sciences,Woman,No,My views are somewhat more liberal,"Yes, for a different reason",35,No,Dating app,25,900000,"Alcohol, Cocaine, Inhalants (Poppers/Whip-its), Marijuana, MDMA (Ecstasy/Molly), Nicotine, Unprescribed use of prescription stimulants (Adderall)","Yes, but I don't think people can see me",,
3/6/2025 14:27:41,2027,Asian,"Life Sciences, Physical Sciences",Man,No,My views are somewhat more liberal,No,28,No,I have not had a significant other,38,900000,None of the above,No,,
3/4/2025 10:56:15,2027,White,Social Sciences,Woman,Yes,My views are somewhat more liberal,No,33,No,Dating app,15,1000000,"Alcohol, Marijuana","Yes, and I do think people can see me",30,
3/4/2025 11:20:40,2028,Asian,Physical Sciences,Man,No,My views are similar to those of my parents,No,23,Yes,High school,30,1000000,Alcohol,"Yes, but I don't think people can see me",,
3/4/2025 11:33:19,2026,White,"Physical Sciences, Social Sciences",Man,No,My views are somewhat more liberal,No,37,Yes,Party/social event,45,1000000,"Alcohol, Marijuana, Nicotine","Yes, but I don't think people can see me",,
3/4/2025 11:44:03,2027,White,"Humanities/ Arts, Social Sciences",Man,No,My views are similar to those of my parents,No,36,Unsure,I have not had a significant other,30,1000000,Alcohol,"Yes, but I don't think people can see me",,
3/4/2025 12:34:51,2025,Asian,"Humanities/ Arts, Physical Sciences",Man,No,My views are much more liberal,No,29,Yes,High school,30,1000000,None of the above,No,,
3/4/2025 12:51:11,2027.5,"Asian, Black",Physical Sciences,Man,No,My views are somewhat more liberal,No,30,No,I have not had a significant other,35,1000000,Alcohol,No,,
3/4/2025 13:26:45,2025,White,"Humanities/ Arts, Physical Sciences",Man,No,My views are somewhat more conservative,No,30,Yes,"Extracurricular activities (athletics, clubs, other campus organizations)",30,1000000,"Alcohol, Inhalants (Poppers/Whip-its), Ketamine, Marijuana, Nicotine, Psilocybin (Psychedelic mushrooms), Unprescribed use of prescription stimulants (Adderall)","Yes, but I don't think people can see me",,
3/4/2025 14:15:40,2028,Asian,Life Sciences,Man,No,My views are much more liberal,No,-1,Yes,Class,7,1000000,None of the above,No,,
3/4/2025 14:29:52,2028,Middle Eastern or North African,"Humanities/ Arts, Physical Sciences",Woman,Yes,My views are much more liberal,No,40,No,I have not had a significant other,30,1000000,Alcohol,"Yes, but I don't think people can see me",,
3/4/2025 15:04:18,2026,White,Physical Sciences,Man,No,My views are somewhat more liberal,No,35,Yes,Mutual friends/met as friends,5,1000000,None of the above,No,,
3/4/2025 15:05:21,2025,Asian,Life Sciences,Man,No,My views are somewhat more liberal,No,29,Yes,I have not had a significant other,5,1000000,None of the above,No,,
3/4/2025 15:13:49,2028,White,"Humanities/ Arts, Life Sciences",Man,No,My views are somewhat more conservative,"Yes, for a different reason",35,Yes,"Extracurricular activities (athletics, clubs, other campus organizations)",10,1000000,"Alcohol, Marijuana",No,,
3/4/2025 15:20:22,2028,White,Life Sciences,Man,Yes,My views are somewhat more liberal,No,27,Yes,I have not had a significant other,20,1000000,None of the above,No,,
3/4/2025 15:23:37,2026,Asian,Physical Sciences,Woman,No,My views are somewhat more liberal,"Yes, for a different reason",31,Yes,I have not had a significant other,10,1000000,None of the above,No,,
3/4/2025 15:42:48,2025,White,"Humanities/ Arts, Social Sciences",Man,Yes,My views are much more liberal,No,34,Yes,High school,30,1000000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/4/2025 16:00:38,2026,White,Social Sciences,Woman,No,My views are similar to those of my parents,No,29,Yes,Mutual friends/met as friends,4,1000000,Marijuana,No,,
3/6/2025 11:53:02,2028,Asian,"Humanities/ Arts, Social Sciences",Woman,No,My views are similar to those of my parents,No,30,Unsure,Party/social event,10,1000000,Alcohol,No,,
3/6/2025 11:57:00,2028,Asian,Life Sciences,Man,No,My views are somewhat more liberal,No,36,Yes,I have not had a significant other,40,1000000,None of the above,"Yes, but I don't think people can see me",,
3/6/2025 11:57:52,2028,Asian,Prefer not to answer,Man,No,My views are similar to those of my parents,No,28,Yes,I have not had a significant other,10,1000000,None of the above,No,,
3/6/2025 12:04:22,2028,White,Physical Sciences,Man,No,My views are similar to those of my parents,"Yes, for a different reason",45,No,Mutual friends/met as friends,70,1000000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/6/2025 12:04:37,2025,Asian,Physical Sciences,Man,No,My views are somewhat more liberal,No,31,Yes,Dating app,30,1000000,Marijuana,No,,
3/6/2025 13:07:16,2027,Black,Physical Sciences,Woman,No,My views are somewhat more liberal,No,-1,No,Class,25,1000000,None of the above,"Yes, but I don't think people can see me",,
3/6/2025 13:09:40,2028,White,"Humanities/ Arts, Social Sciences",Man,Yes,My views are somewhat more liberal,No,35,Yes,High school,20,1000000,"Alcohol, Inhalants (Poppers/Whip-its), Marijuana, Nicotine",No,,
3/6/2025 13:20:12,2028,Asian,Humanities/ Arts,Woman,Unsure,My views are somewhat more liberal,No,-1,Yes,High school,20,1000000,"Alcohol, Marijuana, Nicotine",No,,
3/6/2025 13:26:33,2028,White,Life Sciences,Woman,Yes,My views are similar to those of my parents,No,26,No,High school,10,1000000,"Alcohol, Nicotine",No,,
3/6/2025 14:22:23,2027,Black,Physical Sciences,Man,Yes,My views are much more liberal,No,23,No,I have not had a significant other,10,1000000,Marijuana,"Yes, but I don't think people can see me",,
3/6/2025 14:28:45,2025,"Asian, White","Humanities/ Arts, Physical Sciences","Man, Questioning",Yes,My views are somewhat more liberal,No,35,No,Dorm,40,1000000,"Alcohol, Marijuana","Yes, and I do think people can see me",,
3/6/2025 15:03:31,2028,Asian,Social Sciences,Woman,No,My views are much more liberal,No,29,Yes,Party/social event,20,1000000,Alcohol,No,,
3/6/2025 15:07:02,2028,White,Social Sciences,Man,Yes,My views are somewhat more liberal,No,32,No,High school,40,1000000,None of the above,"Yes, but I don't think people can see me",,
3/6/2025 15:12:43,2027,Asian,Life Sciences,Man,No,My views are much more liberal,No,-1,Yes,Dating app,40,1000000,Alcohol,"Yes, and I do think people can see me",,
3/6/2025 15:17:57,2028,Asian,"Humanities/ Arts, Social Sciences",Man,Yes,My views are much more liberal,No,28,Yes,High school,45,1000000,"Alcohol, Marijuana",No,,
3/6/2025 15:24:11,2028,White,Life Sciences,Woman,Yes,My views are somewhat more liberal,"Yes, for an incident involving drugs and/or alcohol",33,Yes,"Extracurricular activities (athletics, clubs, other campus organizations)",45,1000000,"Alcohol, Marijuana, Nicotine","Yes, but I don't think people can see me",,
3/6/2025 16:02:09,2027,White,"Humanities/ Arts, Physical Sciences",Man,No,My views are similar to those of my parents,No,29,No,Mutual friends/met as friends,40,1000000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/7/2025 10:54:46,2025,Asian,"Physical Sciences, Social Sciences",Woman,No,My views are much more liberal,No,32,Yes,Dating app,30,1000000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/7/2025 10:56:16,2028,White,Physical Sciences,Man,No,My views are somewhat more liberal,No,-1,Yes,I have not had a significant other,80,1000000,None of the above,No,,
3/7/2025 10:56:17,2025,White,Humanities/ Arts,Man,No,My views are somewhat more liberal,No,33,No,I have not had a significant other,20,1000000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
