Timestamp,What is your current graduation year?,What is your (intended) concentration area(s)?,How would you describe your gender identity? Check all that apply.,Which of the following do you consider yourself to be?,How would you describe your race and ethnicity? Check all that apply.,Do you participate in athletics at Brown? Select all that apply.,How would you describe your political views?,Would you drop out of Brown for a million dollars? (You cannot enroll elsewhere),To what extent do you agree with the following statement: Our country needs to reduce political correctness and cancel culture.,Which would you rather have guaranteed after college?,Have you ever ended a friendship over a difference in political opinion?,Do you consider yourself neurodivergent?,How serious a problem do you think illegal immigration is for the United States right now?,To what extent do you agree with the following statement: I feel satisfied with my social experience at Brown.,Would you rather die now or live forever?
11/20/2024 12:47:29,2028,"Humanities/Arts, Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Man,Straight,"Asian, White","No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat disagree,Dream job,No,No,Not at all serious,Strongly agree,Die now
11/20/2024 12:50:53,2027,"Social Sciences (including economics, CLPS)",Woman,Bisexual,"Middle Eastern or North African, White","No, I do not participate in varsity or club athletics",Liberal,No,Strongly agree,Dream job,No,Yes,Not at all serious,Strongly agree,Live forever
11/20/2024 12:52:43,2028,"Humanities/Arts, Social Sciences (including economics, CLPS)",Man,Straight,Black,"Yes, club athletics",Liberal,Yes,Somewhat agree,Ideal romantic partner,No,No,Somewhat serious,Somewhat agree,Die now
11/20/2024 12:53:19,2027,"Life Sciences, Social Sciences (including economics, CLPS)",Man,Gay,White,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,Unsure,Yes,Very serious,Somewhat agree,Die now
11/20/2024 12:54:08,2027,"Physical Sciences (including math, computer science)",Woman,Straight,"Asian, Hispanic or Latino","No, I do not participate in varsity or club athletics",Liberal,Yes,Somewhat agree,Ideal romantic partner,Yes,No,Not at all serious,Strongly agree,Die now
11/20/2024 12:54:43,2026,"Physical Sciences (including math, computer science)",Woman,"Bisexual, Questioning",Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,No,No,Not too serious,Strongly agree,Die now
11/20/2024 12:55:30,2027,"Physical Sciences (including math, computer science)",Woman,Straight,Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Strongly disagree,Ideal romantic partner,No,No,Not at all serious,Somewhat agree,Live forever
11/20/2024 12:56:35,2028,"Physical Sciences (including math, computer science)",Man,Bisexual,"Hispanic or Latino, White","No, I do not participate in varsity or club athletics",Unsure,No,Somewhat disagree,Ideal romantic partner,No,Yes,Very serious,Somewhat agree,Live forever
11/20/2024 12:57:14,2028,"Physical Sciences (including math, computer science)",Woman,Straight,Asian,"No, I do not participate in varsity or club athletics",Moderate,Yes,Somewhat agree,Dream job,No,Unsure,Not too serious,Somewhat agree,Die now
11/20/2024 12:57:37,2027,"Physical Sciences (including math, computer science)",Woman,Straight,Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat disagree,Ideal romantic partner,No,No,Not too serious,Somewhat agree,Live forever
11/20/2024 12:58:00,2028,Prefer not to answer,Man,Straight,Asian,"Yes, club athletics",Moderate,No,Somewhat agree,Dream job,No,No,Somewhat serious,Strongly agree,Prefer not to answer
11/20/2024 12:58:03,2028,"Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Man,Straight,Asian,"No, I do not participate in varsity or club athletics",Moderate,Prefer not to answer,Somewhat agree,Dream job,No,Unsure,Somewhat serious,Somewhat agree,Live forever
11/20/2024 12:58:40,2027,"Physical Sciences (including math, computer science)",Woman,Bisexual,Asian,"No, I do not participate in varsity or club athletics",Moderate,Yes,Somewhat agree,Dream job,No,Yes,Somewhat serious,Somewhat disagree,Live forever
11/20/2024 12:59:05,2028,Humanities/Arts,Woman,Straight,Hispanic or Latino,"No, I do not participate in varsity or club athletics",Moderate,No,Somewhat agree,Dream job,No,No,Somewhat serious,Strongly agree,Prefer not to answer
11/20/2024 12:59:07,2028,"Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Man,Straight,Asian,"Yes, club athletics",Very liberal,No,Somewhat disagree,Dream job,Unsure,No,Not too serious,Strongly agree,Die now
11/20/2024 13:00:27,2028,"Social Sciences (including economics, CLPS)",Woman,Straight,Black,"Yes, club athletics",Very conservative,Yes,Strongly agree,Dream job,No,No,Very serious,Somewhat agree,Live forever
11/20/2024 13:01:52,2028,"Physical Sciences (including math, computer science)",Man,Straight,Asian,"No, I do not participate in varsity or club athletics",Moderate,No,Somewhat disagree,Ideal romantic partner,No,Unsure,Not too serious,Strongly agree,Die now
11/20/2024 13:07:37,2025,"Physical Sciences (including math, computer science)",Man,Straight,White,"Yes, club athletics",Liberal,No,Strongly agree,Dream job,No,No,Very serious,Somewhat agree,Live forever
11/20/2024 13:08:09,2028,"Social Sciences (including economics, CLPS)",Woman,Straight,Asian,"No, I do not participate in varsity or club athletics",Moderate,No,Somewhat agree,Dream job,No,No,Somewhat serious,Strongly agree,Live forever
11/20/2024 13:15:35,2028,"Humanities/Arts, Life Sciences, Physical Sciences (including math, computer science)",Man,Straight,Asian,"No, I do not participate in varsity or club athletics",Unsure,No,Prefer not to answer,Dream job,No,Unsure,Unsure,Unsure,Live forever
11/20/2024 13:16:04,2028,"Humanities/Arts, Physical Sciences (including math, computer science)",Non-binary,"Bisexual, Queer",Asian,"No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat disagree,Dream job,Unsure,Unsure,Not at all serious,Strongly agree,Live forever
11/20/2024 13:26:20,2028,Life Sciences,Man,Straight,White,"No, I do not participate in varsity or club athletics",Very conservative,No,Strongly agree,Ideal romantic partner,No,Unsure,Very serious,Strongly disagree,Live forever
11/20/2024 13:28:45,2028,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer
11/20/2024 13:31:15,2027,"Life Sciences, Physical Sciences (including math, computer science)",Man,Straight,White,"No, I do not participate in varsity or club athletics",Moderate,No,Somewhat agree,Dream job,No,No,Somewhat serious,Strongly agree,Die now
11/20/2024 13:32:11,2028,"Humanities/Arts, Life Sciences",Woman,Straight,Middle Eastern or North African,"Yes, club athletics",Conservative,Yes,Strongly agree,Dream job,No,Unsure,Not too serious,Somewhat disagree,Live forever
11/20/2024 13:36:48,2028,"Physical Sciences (including math, computer science)",Woman,Straight,White,"No, I do not participate in varsity or club athletics",Liberal,Yes,Somewhat agree,Dream job,Yes,Yes,Not too serious,Somewhat disagree,Prefer not to answer
11/20/2024 13:36:49,2028,Life Sciences,Non-binary,Bisexual,"Asian, White","No, I do not participate in varsity or club athletics",Liberal,No,Somewhat disagree,Dream job,Yes,No,Not too serious,Strongly agree,Die now
11/20/2024 13:39:50,2027,"Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)","Woman, Non-binary",Straight,Black,"No, I do not participate in varsity or club athletics",Very liberal,No,Strongly disagree,Ideal romantic partner,Yes,Yes,Not too serious,Somewhat agree,Die now
11/20/2024 13:40:23,2028,"Humanities/Arts, Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Woman,Questioning,Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,No,Unsure,Somewhat serious,Somewhat agree,Die now
11/20/2024 13:45:48,2028,Humanities/Arts,Woman,Straight,White,"Yes, club athletics",Moderate,No,Somewhat agree,Ideal romantic partner,No,No,Somewhat serious,Strongly agree,Live forever
11/20/2024 13:47:12,2026,"Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Man,Straight,"Black, White","Yes, club athletics",Liberal,No,Somewhat disagree,Ideal romantic partner,Unsure,Yes,Not too serious,Strongly agree,Die now
11/20/2024 13:51:11,2028,Humanities/Arts,Man,Straight,"Asian, Hispanic or Latino, White","No, I do not participate in varsity or club athletics",Liberal,Yes,Somewhat agree,Dream job,No,No,Somewhat serious,Strongly agree,Die now
11/20/2024 13:52:44,2028,Life Sciences,Woman,Prefer not to answer,White,"Yes, club athletics",Moderate,Yes,Strongly agree,Dream job,No,No,Somewhat serious,Strongly agree,Live forever
11/20/2024 13:53:09,2028,"Physical Sciences (including math, computer science)",Man,Straight,White,"Yes, club athletics",Liberal,Yes,Somewhat agree,Ideal romantic partner,No,Yes,Somewhat serious,Somewhat agree,Die now
11/20/2024 13:55:46,2027,"Physical Sciences (including math, computer science)",Man,Straight,White,"Yes, club athletics",Conservative,No,Strongly agree,Ideal romantic partner,No,No,Not too serious,Strongly agree,Die now
11/20/2024 13:55:53,2027,"Physical Sciences (including math, computer science)",Man,Straight,White,"Yes, club athletics",Liberal,No,Somewhat agree,Ideal romantic partner,No,No,Not too serious,Strongly agree,Die now
11/20/2024 13:56:30,2028,Prefer not to answer,Man,Prefer not to answer,White,"No, I do not participate in varsity or club athletics",Very liberal,No,Strongly agree,Dream job,No,Yes,Not too serious,Somewhat disagree,Live forever
11/20/2024 13:56:59,2028,Life Sciences,Prefer not to answer,Bisexual,Asian,"Yes, varsity athletics",Liberal,Yes,Strongly agree,Dream job,Unsure,Yes,Somewhat serious,Somewhat agree,Prefer not to answer
11/20/2024 13:57:03,2026,"Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Man,Straight,White,"No, I do not participate in varsity or club athletics",Liberal,Yes,Somewhat agree,Ideal romantic partner,No,Unsure,Not at all serious,Somewhat agree,Live forever
11/20/2024 13:57:39,2027,"Physical Sciences (including math, computer science)",Man,Straight,White,"No, I do not participate in varsity or club athletics",Liberal,Yes,Somewhat agree,Dream job,No,No,Not too serious,Somewhat disagree,Live forever
11/20/2024 13:58:03,2027,"Physical Sciences (including math, computer science)",Man,Straight,White,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Ideal romantic partner,Yes,Yes,Not at all serious,Strongly agree,Die now
11/20/2024 13:59:12,2027,"Physical Sciences (including math, computer science)",Man,Straight,White,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,No,No,Somewhat serious,Somewhat disagree,Live forever
11/20/2024 13:59:39,2027,"Humanities/Arts, Physical Sciences (including math, computer science)",Man,Straight,Middle Eastern or North African,"No, I do not participate in varsity or club athletics",Conservative,No,Strongly agree,Dream job,No,Yes,Unsure,Strongly agree,Live forever
11/20/2024 14:07:38,2027,"Humanities/Arts, Life Sciences",Woman,Queer,White,"No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat disagree,Dream job,Yes,Unsure,Unsure,Strongly agree,Live forever
11/20/2024 14:07:45,2028,Humanities/Arts,Man,Bisexual,White,"No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat disagree,Dream job,Yes,No,Not too serious,Strongly agree,Live forever
11/20/2024 14:08:07,2025,"Humanities/Arts, Social Sciences (including economics, CLPS)",Woman,"Lesbian, Queer",Hispanic or Latino,"No, I do not participate in varsity or club athletics",Very liberal,No,Strongly disagree,Prefer not to answer,Yes,No,Not at all serious,Somewhat agree,Die now
11/20/2024 14:10:29,2026,"Life Sciences, Physical Sciences (including math, computer science)",Woman,"Bisexual, Queer",White,"Yes, club athletics",Liberal,Yes,Somewhat agree,Ideal romantic partner,Unsure,Yes,Somewhat serious,Somewhat agree,Live forever
11/20/2024 14:10:54,2025,"Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Man,Straight,White,"No, I do not participate in varsity or club athletics",Conservative,Yes,Strongly agree,Ideal romantic partner,No,No,Somewhat serious,Somewhat agree,Prefer not to answer
11/20/2024 14:11:34,2026,"Humanities/Arts, Physical Sciences (including math, computer science)",Woman,Prefer not to answer,Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Ideal romantic partner,No,Unsure,Not at all serious,Somewhat agree,Live forever
11/20/2024 14:14:44,2027,Life Sciences,Man,Straight,Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Ideal romantic partner,No,No,Somewhat serious,Somewhat agree,Die now
11/20/2024 14:14:56,2027,Life Sciences,Woman,Straight,Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Strongly agree,Ideal romantic partner,No,No,Not too serious,Somewhat agree,Die now
11/20/2024 14:17:15,2028,"Physical Sciences (including math, computer science)","Woman, Non-binary",Bisexual,White,"No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat agree,Ideal romantic partner,Unsure,Yes,Not at all serious,Strongly agree,Die now
11/20/2024 14:18:52,2027,Humanities/Arts,Woman,Pansexual,White,"No, I do not participate in varsity or club athletics",Very liberal,Yes,Somewhat agree,Prefer not to answer,Unsure,No,Not at all serious,Somewhat agree,Prefer not to answer
11/20/2024 14:21:06,2025,"Physical Sciences (including math, computer science)",Man,Straight,Hispanic or Latino,"Yes, club athletics",Moderate,No,Somewhat disagree,Ideal romantic partner,No,No,Not too serious,Somewhat agree,Live forever
11/20/2024 14:21:59,2027,"Physical Sciences (including math, computer science)",Man,Straight,"Native Hawaiian or Pacific Islander, White","Yes, club athletics",Moderate,Yes,Strongly agree,Dream job,No,Unsure,Somewhat serious,Strongly agree,Live forever
11/20/2024 14:23:46,2026.5,"Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Woman,Straight,Black,"Yes, club athletics",Liberal,No,Somewhat disagree,Dream job,No,No,Not at all serious,Somewhat disagree,Live forever
11/20/2024 14:29:30,2025,Prefer not to answer,Man,Straight,Asian,"No, I do not participate in varsity or club athletics",Unsure,No,Strongly agree,Ideal romantic partner,No,No,Very serious,Unsure,Prefer not to answer
11/20/2024 14:32:16,2027,"Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Woman,Straight,"Asian, White","No, I do not participate in varsity or club athletics",Liberal,Yes,Somewhat agree,Dream job,No,No,Very serious,Strongly agree,Live forever
11/20/2024 14:33:28,2027,"Humanities/Arts, Life Sciences",Woman,Straight,White,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,No,No,Not too serious,Somewhat agree,Die now
11/20/2024 14:33:46,2027,"Social Sciences (including economics, CLPS)",Woman,Straight,White,"Yes, club athletics",Liberal,No,Somewhat agree,Ideal romantic partner,Unsure,No,Not too serious,Strongly agree,Live forever
11/20/2024 14:35:52,2026,"Social Sciences (including economics, CLPS)",Woman,Bisexual,White,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Ideal romantic partner,Yes,No,Not too serious,Somewhat agree,Live forever
11/20/2024 14:40:58,2027,"Life Sciences, Physical Sciences (including math, computer science)",Woman,Straight,White,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Ideal romantic partner,Unsure,No,Not too serious,Strongly agree,Live forever
11/20/2024 14:51:39,2028,"Social Sciences (including economics, CLPS)",Woman,Straight,Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Strongly agree,Dream job,No,No,Prefer not to answer,Strongly agree,Die now
11/20/2024 14:53:00,2028,"Physical Sciences (including math, computer science)",Woman,Straight,Asian,"No, I do not participate in varsity or club athletics",Liberal,Yes,Somewhat agree,Dream job,No,No,Not too serious,Somewhat agree,Live forever
11/20/2024 14:53:16,2027,"Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Man,Straight,White,"No, I do not participate in varsity or club athletics",Liberal,No,Strongly agree,Ideal romantic partner,No,Unsure,Not too serious,Strongly disagree,Die now
11/20/2024 14:55:21,2026,"Social Sciences (including economics, CLPS)",Man,Straight,White,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,No,Yes,Not at all serious,Strongly agree,Live forever
11/20/2024 14:55:22,2025,"Physical Sciences (including math, computer science)",Man,Straight,White,"Yes, club athletics",Liberal,No,Somewhat disagree,Ideal romantic partner,No,Unsure,Not too serious,Somewhat agree,Live forever
11/20/2024 14:55:27,2027,"Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Woman,Bisexual,Hispanic or Latino,"No, I do not participate in varsity or club athletics",Very liberal,No,Strongly agree,Dream job,No,No,Not at all serious,Somewhat agree,Live forever
11/20/2024 14:55:45,2027,"Physical Sciences (including math, computer science)",Man,Straight,"Hispanic or Latino, White","No, I do not participate in varsity or club athletics",Liberal,No,Somewhat disagree,Dream job,No,Unsure,Not too serious,Strongly agree,Live forever
11/20/2024 14:56:35,2025,"Physical Sciences (including math, computer science)",Man,Straight,White,"Yes, club athletics",Liberal,Yes,Somewhat agree,Dream job,No,No,Not at all serious,Strongly agree,Die now
11/20/2024 14:57:24,2027,"Physical Sciences (including math, computer science)",Woman,Straight,White,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,No,No,Unsure,Somewhat agree,Prefer not to answer
11/20/2024 14:57:29,2025,"Humanities/Arts, Social Sciences (including economics, CLPS)",Woman,Straight,"Asian, White","No, I do not participate in varsity or club athletics",Liberal,No,Somewhat disagree,Dream job,No,No,Not too serious,Somewhat agree,Die now
11/20/2024 14:57:49,2028,"Physical Sciences (including math, computer science)",Woman,Straight,Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Strongly agree,Dream job,No,No,Somewhat serious,Strongly agree,Die now
11/20/2024 14:59:08,2024.5,"Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Woman,Straight,Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Strongly disagree,Ideal romantic partner,No,No,Not too serious,Somewhat agree,Die now
11/20/2024 14:59:48,2026,"Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Man,Straight,White,"Yes, club athletics",Very liberal,No,Somewhat disagree,Ideal romantic partner,No,No,Not at all serious,Somewhat agree,Die now
11/20/2024 15:00:14,2027,"Physical Sciences (including math, computer science)",Man,Straight,White,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,No,No,Not too serious,Strongly agree,Die now
11/20/2024 15:03:45,2027,Humanities/Arts,Man,Queer,White,"No, I do not participate in varsity or club athletics",Liberal,Yes,Somewhat agree,Dream job,Yes,No,Not too serious,Strongly agree,Live forever
11/20/2024 15:03:57,2027,"Humanities/Arts, Social Sciences (including economics, CLPS)",Man,"Gay, Bisexual","Asian, White","Yes, club athletics",Moderate,Yes,Strongly agree,Ideal romantic partner,No,No,Somewhat serious,Somewhat agree,Die now
11/20/2024 15:07:06,2025,"Social Sciences (including economics, CLPS)",Woman,Queer,"Hispanic or Latino, White","No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,No,No,Somewhat serious,Strongly agree,Live forever
11/20/2024 15:07:47,2025,Humanities/Arts,Non-binary,Queer,White,"No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat agree,Dream job,No,Unsure,Somewhat serious,Somewhat agree,Die now
11/20/2024 15:10:31,2028,"Physical Sciences (including math, computer science)",Man,Bisexual,White,"No, I do not participate in varsity or club athletics",Liberal,Yes,Strongly agree,Dream job,No,Unsure,Not at all serious,Strongly agree,Live forever
11/20/2024 15:10:44,2028,"Humanities/Arts, Social Sciences (including economics, CLPS)",Man,Straight,"Asian, Hispanic or Latino, White","No, I do not participate in varsity or club athletics",Moderate,No,Strongly agree,Ideal romantic partner,No,Yes,Very serious,Somewhat agree,Live forever
11/20/2024 15:12:17,2025,"Humanities/Arts, Physical Sciences (including math, computer science)",Man,Straight,White,"Yes, club athletics",Liberal,No,Somewhat agree,Dream job,No,No,Not too serious,Strongly agree,Live forever
11/20/2024 15:12:21,2028,"Physical Sciences (including math, computer science)",Woman,Straight,Black,"No, I do not participate in varsity or club athletics",Moderate,No,Somewhat agree,Dream job,No,No,Not too serious,Somewhat agree,Die now
11/20/2024 15:12:24,2027,"Humanities/Arts, Physical Sciences (including math, computer science)",Woman,Straight,White,"Yes, club athletics",Liberal,No,Somewhat agree,Dream job,No,No,Unsure,Somewhat agree,Live forever
11/20/2024 15:15:04,2025,"Humanities/Arts, Social Sciences (including economics, CLPS)",Man,Straight,White,"No, I do not participate in varsity or club athletics",Very liberal,Yes,Strongly agree,Dream job,No,Unsure,Not too serious,Strongly agree,Live forever
11/20/2024 15:19:08,2028,Humanities/Arts,Woman,Bisexual,"Hispanic or Latino, White","No, I do not participate in varsity or club athletics",Very liberal,Yes,Somewhat agree,Ideal romantic partner,Yes,No,Not too serious,Somewhat agree,Die now
11/20/2024 15:19:44,2026,"Physical Sciences (including math, computer science)",Man,Straight,White,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,No,No,Not too serious,Strongly agree,Live forever
11/20/2024 15:24:18,2027,"Social Sciences (including economics, CLPS)",Woman,Bisexual,"Asian, White","No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,Yes,No,Not too serious,Somewhat agree,Live forever
11/20/2024 15:25:47,2025.5,"Social Sciences (including economics, CLPS)",Man,Straight,Hispanic or Latino,"No, I do not participate in varsity or club athletics",Liberal,Yes,Strongly agree,Dream job,No,Yes,Somewhat serious,Strongly agree,Die now
11/20/2024 15:27:11,2027,"Physical Sciences (including math, computer science)",Woman,Lesbian,White,"Yes, varsity athletics",Very liberal,No,Somewhat agree,Ideal romantic partner,Unsure,No,Not at all serious,Strongly agree,Live forever
11/20/2024 15:27:12,2028,"Social Sciences (including economics, CLPS)",Woman,Straight,"Asian, Hispanic or Latino, White","No, I do not participate in varsity or club athletics",Very liberal,Yes,Somewhat disagree,Ideal romantic partner,No,No,Not at all serious,Strongly agree,Die now
11/20/2024 15:29:00,2025,"Social Sciences (including economics, CLPS)","Man, Non-binary","Bisexual, Queer",White,"No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat disagree,Ideal romantic partner,Unsure,Unsure,Not at all serious,Strongly agree,Live forever
11/20/2024 15:29:17,2025,"Physical Sciences (including math, computer science)",Man,Straight,White,"Yes, club athletics",Liberal,No,Somewhat disagree,Dream job,No,No,Not too serious,Strongly agree,Live forever
11/20/2024 15:30:12,2026,"Social Sciences (including economics, CLPS)",Man,Gay,Asian,"No, I do not participate in varsity or club athletics",Moderate,Yes,Somewhat agree,Ideal romantic partner,No,No,Unsure,Somewhat agree,Live forever
11/20/2024 15:31:11,2026,"Physical Sciences (including math, computer science)",Woman,Straight,"Black, White","No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Ideal romantic partner,Yes,No,Not too serious,Somewhat agree,Die now
11/20/2024 15:32:10,2028,"Social Sciences (including economics, CLPS)",Woman,Straight,Asian,"No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat disagree,Dream job,Unsure,No,Not too serious,Somewhat agree,Live forever
11/20/2024 15:32:49,2028,"Humanities/Arts, Life Sciences",Man,Straight,Asian,"Yes, club athletics",Conservative,Yes,Somewhat agree,Dream job,No,No,Somewhat serious,Somewhat agree,Die now
11/20/2024 15:33:06,2028,"Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Man,Straight,White,"Yes, club athletics",Moderate,Yes,Somewhat agree,Dream job,No,Unsure,Somewhat serious,Strongly agree,Live forever
11/20/2024 15:33:35,2028,"Life Sciences, Physical Sciences (including math, computer science)",Man,"Straight, Asexual","Asian, Black","Yes, club athletics",Moderate,No,Somewhat agree,Dream job,No,No,Somewhat serious,Somewhat agree,Die now
11/20/2024 15:35:55,2026,"Life Sciences, Physical Sciences (including math, computer science)",Man,"Gay, Queer","Asian, White","No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat disagree,Ideal romantic partner,No,No,Not too serious,Strongly disagree,Die now
11/20/2024 15:38:42,2026,"Physical Sciences (including math, computer science)",Woman,Bisexual,Middle Eastern or North African,"No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat agree,Dream job,Yes,No,Unsure,Somewhat agree,Die now
11/20/2024 15:40:30,2028,"Physical Sciences (including math, computer science)",Man,Straight,White,"No, I do not participate in varsity or club athletics",Moderate,Yes,Somewhat disagree,Dream job,No,No,Somewhat serious,Somewhat agree,Die now
11/20/2024 15:46:41,2028,Life Sciences,Woman,Lesbian,White,"Yes, varsity athletics",Very liberal,Yes,Somewhat agree,Dream job,Yes,No,Not at all serious,Somewhat agree,Die now
11/20/2024 15:50:45,2025,"Physical Sciences (including math, computer science)",Man,Straight,Asian,"No, I do not participate in varsity or club athletics",Liberal,Yes,Somewhat agree,Ideal romantic partner,Unsure,No,Not too serious,Strongly agree,Die now
11/20/2024 15:51:21,2027,"Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Man,"Queer, Questioning",Asian,"No, I do not participate in varsity or club athletics",Moderate,No,Strongly agree,Dream job,No,Unsure,Somewhat serious,Somewhat disagree,Live forever
11/20/2024 15:51:33,2025,"Physical Sciences (including math, computer science)",Woman,Bisexual,White,"No, I do not participate in varsity or club athletics",Very liberal,Yes,Somewhat agree,Dream job,Unsure,No,Not too serious,Somewhat agree,Live forever
11/20/2024 15:59:13,2028,"Social Sciences (including economics, CLPS)",Woman,"Bisexual, Straight","Asian, Hispanic or Latino","No, I do not participate in varsity or club athletics",Moderate,Yes,Somewhat agree,Dream job,Unsure,No,Very serious,Somewhat agree,Live forever
11/20/2024 15:59:22,2028,"Humanities/Arts, Social Sciences (including economics, CLPS)",Woman,Straight,Hispanic or Latino,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,No,Unsure,Very serious,Somewhat agree,Die now
11/20/2024 16:00:22,2027,"Social Sciences (including economics, CLPS)",Woman,Bisexual,White,"Yes, club athletics",Very liberal,No,Somewhat disagree,Ideal romantic partner,Yes,No,Not at all serious,Strongly agree,Live forever
11/20/2024 16:03:03,2028,Life Sciences,Woman,"Bisexual, Questioning",Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,No,No,Not at all serious,Somewhat agree,Die now
11/21/2024 10:14:07,2025,"Physical Sciences (including math, computer science)",Man,Straight,Middle Eastern or North African,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat disagree,Ideal romantic partner,No,No,Not at all serious,Strongly agree,Live forever
11/21/2024 10:17:37,2027,"Humanities/Arts, Social Sciences (including economics, CLPS)",Man,Gay,White,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat disagree,Dream job,No,No,Not too serious,Somewhat agree,Live forever
11/21/2024 10:25:23,2025,"Life Sciences, Physical Sciences (including math, computer science), Social Sciences (including economics, CLPS)",Man,Straight,Asian,"No, I do not participate in varsity or club athletics",Moderate,Yes,Somewhat agree,Ideal romantic partner,No,No,Unsure,Strongly agree,Die now
11/21/2024 10:25:47,2025,"Physical Sciences (including math, computer science)",Man,"Straight, Questioning",White,"No, I do not participate in varsity or club athletics",Liberal,No,Prefer not to answer,Ideal romantic partner,No,No,Not too serious,Strongly agree,Live forever
11/21/2024 10:31:55,2025,Life Sciences,Man,Straight,White,"No, I do not participate in varsity or club athletics",Moderate,No,Somewhat agree,Dream job,No,Yes,Very serious,Somewhat agree,Live forever
11/21/2024 10:33:18,2028,"Social Sciences (including economics, CLPS)",Man,Straight,Hispanic or Latino,"Yes, club athletics",Moderate,No,Somewhat agree,Ideal romantic partner,No,No,Very serious,Strongly agree,Live forever
11/21/2024 10:39:45,2027,Life Sciences,Man,Straight,Asian,Prefer not to answer,Liberal,Yes,Prefer not to answer,Ideal romantic partner,No,Unsure,Not at all serious,Strongly agree,Die now
11/21/2024 10:41:46,2027,"Physical Sciences (including math, computer science)",Man,Gay,White,"Yes, club athletics",Moderate,No,Strongly agree,Ideal romantic partner,No,No,Unsure,Somewhat agree,Die now
11/21/2024 10:59:21,2026,Life Sciences,Man,Straight,White,"No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat disagree,Dream job,Yes,Yes,Not too serious,Somewhat disagree,Die now
11/21/2024 11:02:58,2025,"Social Sciences (including economics, CLPS)",Man,Straight,White,"No, I do not participate in varsity or club athletics",Conservative,No,Strongly agree,Dream job,No,Unsure,Very serious,Strongly agree,Live forever
